type,vessel_flag,offset,count
PurseseineLogsheet,SB,9,105
PurseseineLogsheet,SB,10,4609
PurseseineLogsheet,SB,11,11866
PurseseineLogsheet,SB,12,1352
PurseseineLogsheet,SV,-12,6
PurseseineLogsheet,SV,-11,191
PurseseineLogsheet,SV,-10,592
PurseseineLogsheet,SV,-9,123
PurseseineLogsheet,SV,-8,86
PurseseineLogsheet,SV,-7,20
PurseseineLogsheet,SV,-6,1
PurseseineLogsheet,TV,-12,1667
PurseseineLogsheet,TV,-11,1484
PurseseineLogsheet,TV,-10,333
PurseseineLogsheet,TV,9,123
PurseseineLogsheet,TV,10,4181
PurseseineLogsheet,TV,11,7054
PurseseineLogsheet,TV,12,3122
PurseseineLogsheet,TW,-12,767
PurseseineLogsheet,TW,-11,508
PurseseineLogsheet,TW,-10,47
PurseseineLogsheet,TW,9,241
PurseseineLogsheet,TW,10,6733
PurseseineLogsheet,TW,11,14091
PurseseineLogsheet,TW,12,4756
PurseseineLogsheet,US,-12,1814
PurseseineLogsheet,US,-11,7288
PurseseineLogsheet,US,-10,5344
PurseseineLogsheet,US,-9,1654
PurseseineLogsheet,US,-8,761
PurseseineLogsheet,US,-7,129
PurseseineLogsheet,US,-6,30
PurseseineLogsheet,US,-5,49
PurseseineLogsheet,US,9,32
PurseseineLogsheet,US,10,1712
PurseseineLogsheet,US,11,434
PurseseineLogsheet,US,12,669
PurseseineLogsheet,VU,-12,828
PurseseineLogsheet,VU,-11,1062
PurseseineLogsheet,VU,-10,251
PurseseineLogsheet,VU,9,1
PurseseineLogsheet,VU,10,268
PurseseineLogsheet,VU,11,857
PurseseineLogsheet,VU,12,940
