type,vessel_flag,offset,count
LonglineLogsheet,AU,-7,59
LonglineLogsheet,AU,-6,29
LonglineLogsheet,AU,6,1
LonglineLogsheet,AU,10,1
LonglineLogsheet,AU,11,296
LonglineLogsheet,AU,12,1
LonglineLogsheet,BZ,-12,2
LonglineLogsheet,BZ,-11,253
LonglineLogsheet,BZ,-10,496
LonglineLogsheet,BZ,-9,621
LonglineLogsheet,BZ,-8,1882
LonglineLogsheet,BZ,-7,433
LonglineLogsheet,BZ,-6,3107
LonglineLogsheet,CK,-12,2447
LonglineLogsheet,CK,-11,8875
LonglineLogsheet,CK,-10,143
LonglineLogsheet,CK,9,1
LonglineLogsheet,CK,11,653
LonglineLogsheet,CK,12,97
LonglineLogsheet,CK,13,11
LonglineLogsheet,CK,14,8
LonglineLogsheet,CN,-12,3946
LonglineLogsheet,CN,-11,22439
LonglineLogsheet,CN,-10,6765
LonglineLogsheet,CN,-9,919
LonglineLogsheet,CN,-8,1737
LonglineLogsheet,CN,-7,598
LonglineLogsheet,CN,-6,141
LonglineLogsheet,CN,9,181
LonglineLogsheet,CN,10,16404
LonglineLogsheet,CN,11,98291
LonglineLogsheet,CN,12,23653
LonglineLogsheet,CN,13,2
LonglineLogsheet,CN,14,23
LonglineLogsheet,ES,-12,67
LonglineLogsheet,ES,-11,156
LonglineLogsheet,ES,12,159
LonglineLogsheet,FJ,-12,20344
LonglineLogsheet,FJ,-11,2828
LonglineLogsheet,FJ,-10,81
LonglineLogsheet,FJ,-7,82
LonglineLogsheet,FJ,-6,144
LonglineLogsheet,FJ,-5,1
LonglineLogsheet,FJ,0,5
LonglineLogsheet,FJ,1,20
LonglineLogsheet,FJ,10,16
LonglineLogsheet,FJ,11,12817
LonglineLogsheet,FJ,12,79143
LonglineLogsheet,FJ,13,128
LonglineLogsheet,FM,-12,42
LonglineLogsheet,FM,-11,10558
LonglineLogsheet,FM,-10,721
LonglineLogsheet,FM,-9,185
LonglineLogsheet,FM,-8,377
LonglineLogsheet,FM,8,1
LonglineLogsheet,FM,9,1788
LonglineLogsheet,FM,10,16232
LonglineLogsheet,FM,11,12396
LonglineLogsheet,FM,12,1148
LonglineLogsheet,FM,13,1
LonglineLogsheet,FM,14,2
LonglineLogsheet,JP,1,1
LonglineLogsheet,JP,8,7
LonglineLogsheet,JP,9,11417
LonglineLogsheet,JP,10,16532
LonglineLogsheet,JP,11,4986
LonglineLogsheet,JP,12,110
LonglineLogsheet,KI,-12,6313
LonglineLogsheet,KI,-11,29030
LonglineLogsheet,KI,-10,23865
LonglineLogsheet,KI,-9,2847
LonglineLogsheet,KI,-8,8978
LonglineLogsheet,KI,-7,2427
LonglineLogsheet,KI,-6,367
LonglineLogsheet,KI,-5,1
LonglineLogsheet,KI,1,5
LonglineLogsheet,KI,9,141
LonglineLogsheet,KI,10,3857
LonglineLogsheet,KI,11,7704
LonglineLogsheet,KI,12,8370
LonglineLogsheet,KI,13,71
LonglineLogsheet,KI,14,265
LonglineLogsheet,KR,-12,4802
LonglineLogsheet,KR,-11,3333
LonglineLogsheet,KR,-10,1071
LonglineLogsheet,KR,-9,207
LonglineLogsheet,KR,-8,66
LonglineLogsheet,KR,-7,36
LonglineLogsheet,KR,9,3
LonglineLogsheet,KR,10,502
LonglineLogsheet,KR,11,2701
LonglineLogsheet,KR,12,6406
LonglineLogsheet,LK,-7,95
LonglineLogsheet,LK,-6,178
LonglineLogsheet,MH,-11,483
LonglineLogsheet,MH,-10,4
LonglineLogsheet,MH,9,65
LonglineLogsheet,MH,10,7428
LonglineLogsheet,MH,11,50438
LonglineLogsheet,MH,12,8246
LonglineLogsheet,NC,-12,5
LonglineLogsheet,NC,10,469
LonglineLogsheet,NC,11,22295
LonglineLogsheet,NC,12,67
LonglineLogsheet,PF,-11,1
LonglineLogsheet,PF,-10,77607
LonglineLogsheet,PF,-9.5,1014
LonglineLogsheet,PF,-9,17497
LonglineLogsheet,PF,9,4
LonglineLogsheet,PF,10,18
LonglineLogsheet,PF,13,1
LonglineLogsheet,PG,10,4096
LonglineLogsheet,PG,11,8
LonglineLogsheet,PG,12,2
LonglineLogsheet,PH,-12,23
LonglineLogsheet,PH,-11,1
LonglineLogsheet,PH,11,154
LonglineLogsheet,PH,12,191
LonglineLogsheet,PW,9,365
LonglineLogsheet,SB,-12,577
LonglineLogsheet,SB,-11,579
LonglineLogsheet,SB,-10,22
LonglineLogsheet,SB,1,11
LonglineLogsheet,SB,9,7
LonglineLogsheet,SB,10,3356
LonglineLogsheet,SB,11,45638
LonglineLogsheet,SB,12,1529
LonglineLogsheet,TO,-12,4689
LonglineLogsheet,TO,-11,58
LonglineLogsheet,TO,13,823
LonglineLogsheet,TV,-12,575
LonglineLogsheet,TV,-11,3
LonglineLogsheet,TV,11,178
LonglineLogsheet,TV,12,740
LonglineLogsheet,TW,-12,8989
LonglineLogsheet,TW,-11,735
LonglineLogsheet,TW,-10,168
LonglineLogsheet,TW,-9,113
LonglineLogsheet,TW,-8,199
LonglineLogsheet,TW,-7,36
LonglineLogsheet,TW,-6,405
LonglineLogsheet,TW,1,8
LonglineLogsheet,TW,8,1
LonglineLogsheet,TW,9,14334
LonglineLogsheet,TW,10,3586
LonglineLogsheet,TW,11,18885
LonglineLogsheet,TW,12,211
LonglineLogsheet,TW,13,155
LonglineLogsheet,TW,14,2
LonglineLogsheet,US,-12,32
LonglineLogsheet,US,13,2
LonglineLogsheet,VU,-12,9100
LonglineLogsheet,VU,-11,18965
LonglineLogsheet,VU,-10,19295
LonglineLogsheet,VU,-9,12104
LonglineLogsheet,VU,-8,3762
LonglineLogsheet,VU,-7,1974
LonglineLogsheet,VU,-6,2875
LonglineLogsheet,VU,-5,14
LonglineLogsheet,VU,-2,196
LonglineLogsheet,VU,-1,133
LonglineLogsheet,VU,0,684
LonglineLogsheet,VU,1,1462
LonglineLogsheet,VU,2,23
LonglineLogsheet,VU,3,12
LonglineLogsheet,VU,4,6
LonglineLogsheet,VU,8,1
LonglineLogsheet,VU,9,1
LonglineLogsheet,VU,10,1865
LonglineLogsheet,VU,11,4943
LonglineLogsheet,VU,12,4489
LonglineLogsheet,VU,13,3
LonglineLogsheet,VU,14,4
LonglineLogsheet,WS,-12,11551
LonglineLogsheet,WS,-11,13183
LonglineLogsheet,WS,-10,2
LonglineLogsheet,WS,-1,30
LonglineLogsheet,WS,0,188
LonglineLogsheet,WS,1,398
LonglineLogsheet,WS,9,1
LonglineLogsheet,WS,10,42
LonglineLogsheet,WS,11,479
LonglineLogsheet,WS,12,24
LonglineLogsheet,WS,13,15
LonglineLogsheet,WS,14,147
PurseseineLogsheet,CK,-12,146
PurseseineLogsheet,CK,-11,1603
PurseseineLogsheet,CK,-10,332
PurseseineLogsheet,CK,-9,24
PurseseineLogsheet,CK,-8,22
PurseseineLogsheet,CK,-7,24
PurseseineLogsheet,CK,-6,24
PurseseineLogsheet,CK,-5,20
PurseseineLogsheet,CK,12,5
PurseseineLogsheet,CK,14,1
PurseseineLogsheet,CN,-12,42
PurseseineLogsheet,CN,8,13
PurseseineLogsheet,CN,9,64
PurseseineLogsheet,CN,10,160
PurseseineLogsheet,CN,11,1476
PurseseineLogsheet,CN,12,1007
PurseseineLogsheet,EC,-12,16
PurseseineLogsheet,EC,-11,350
PurseseineLogsheet,EC,-10,3414
PurseseineLogsheet,EC,-9.5,9
PurseseineLogsheet,EC,-9,1576
PurseseineLogsheet,EC,-8,1272
PurseseineLogsheet,EC,-7,929
PurseseineLogsheet,EC,-6,816
PurseseineLogsheet,EC,-5,204
PurseseineLogsheet,EC,-4,7
PurseseineLogsheet,EC,-3,6
PurseseineLogsheet,EC,-2,3
PurseseineLogsheet,EC,-1,3
PurseseineLogsheet,EC,12,3
PurseseineLogsheet,EC,14,5
PurseseineLogsheet,ES,-12,108
PurseseineLogsheet,ES,-11,1698
PurseseineLogsheet,ES,-10,1646
PurseseineLogsheet,ES,-9,367
PurseseineLogsheet,ES,-8,176
PurseseineLogsheet,ES,-7,136
PurseseineLogsheet,ES,-6,241
PurseseineLogsheet,ES,-5,60
PurseseineLogsheet,ES,11,20
PurseseineLogsheet,ES,12,53
PurseseineLogsheet,ES,13,1
PurseseineLogsheet,FM,-12,9375
PurseseineLogsheet,FM,-11,6911
PurseseineLogsheet,FM,-10,725
PurseseineLogsheet,FM,7,20
PurseseineLogsheet,FM,8,986
PurseseineLogsheet,FM,9,3806
PurseseineLogsheet,FM,10,34544
PurseseineLogsheet,FM,11,42641
PurseseineLogsheet,FM,12,12800
PurseseineLogsheet,FM,13,10
PurseseineLogsheet,FM,14,59
PurseseineLogsheet,JP,-12,1065
PurseseineLogsheet,JP,-11,439
PurseseineLogsheet,JP,-10,91
PurseseineLogsheet,JP,8,3
PurseseineLogsheet,JP,9,10029
PurseseineLogsheet,JP,10,30638
PurseseineLogsheet,JP,11,4363
PurseseineLogsheet,JP,12,1052
PurseseineLogsheet,JP,13,1
PurseseineLogsheet,KI,-12,14512
PurseseineLogsheet,KI,-11,10470
PurseseineLogsheet,KI,-10,1852
PurseseineLogsheet,KI,-9,6
PurseseineLogsheet,KI,-8,6
PurseseineLogsheet,KI,-7,6
PurseseineLogsheet,KI,7,36
PurseseineLogsheet,KI,8,1494
PurseseineLogsheet,KI,9,1981
PurseseineLogsheet,KI,10,11226
PurseseineLogsheet,KI,11,42902
PurseseineLogsheet,KI,12,33541
PurseseineLogsheet,KI,13,25
PurseseineLogsheet,KI,14,1
PurseseineLogsheet,KR,-12,10575
PurseseineLogsheet,KR,-11,6809
PurseseineLogsheet,KR,-10,2104
PurseseineLogsheet,KR,-9,9
PurseseineLogsheet,KR,-8,9
