eez_code,offset_list,count,observer_trips
SB,9,32,1686
SB,"-11,11",23,1686
SB,-11,18,1686
SB,"9,11",8,1686
SB,"10,11,12",7,1686
SB,"-10,11",7,1686
SB,"-12,11",5,1686
SB,-12,4,1686
SB,"-11,12",4,1686
SB,-10,3,1686
SB,"-1,11",3,1686
SB,"9,10",3,1686
SB,"9,10,11",3,1686
SB,"-10,12",2,1686
SB,"-11,11,12",2,1686
SB,"-11,4",1,1686
SB,"-11,-10",1,1686
SB,"-10,10,11,12",1,1686
SB,"9,12",1,1686
SB,"7,11",1,1686
SB,"4,11",1,1686
SB,"8,9,11",1,1686
SB,"8,9",1,1686
SB,"8,12",1,1686
SB,"10,12",1,1686
SB,"-13,11",1,1686
SB,"-12,12",1,1686
TV,12,1139,1357
TV,"11,12",52,1357
TV,"-11,12",35,1357
TV,-12,28,1357
TV,-11,23,1357
TV,11,18,1357
TV,"-12,12",14,1357
TV,"10,12",12,1357
TV,"-10,12",9,1357
TV,"-12,-11",3,1357
TV,"10,11,12",3,1357
TV,10,3,1357
TV,"9,12",3,1357
TV,"8,12",2,1357
TV,"-11,11,12",2,1357
TV,"-10,10,12",2,1357
TV,"-10,9,12",1,1357
TV,"-12,-11,12",1,1357
TV,"-12,11,12",1,1357
TV,"-12,0,12",1,1357
TV,"8,11,12",1,1357
TV,"6,12",1,1357
TV,9,1,1357
TV,"-9,12",1,1357
TV,-6,1,1357
PX,12,487,1242
PX,-11,380,1242
PX,"-11,12",247,1242
PX,-12,19,1242
PX,"-11,-10",17,1242
PX,-10,17,1242
PX,"-11,11,12",12,1242
PX,"11,12",11,1242
PX,11,9,1242
PX,"-11,11",9,1242
PX,"-12,-11",6,1242
PX,"-11,-10,12",6,1242
PX,"-10,12",2,1242
PX,"-11,10,12",2,1242
PX,"-11,1",2,1242
PX,"9,12",2,1242
PX,"8,12",1,1242
PX,8,1,1242
PX,"10,11,12",1,1242
PX,"-12,12",1,1242
PX,"-8,12",1,1242
PX,-9,1,1242
PX,10,1,1242
PX,"-11,1,12",1,1242
PX,"-11,0",1,1242
PX,"-11,7,12",1,1242
PX,"-12,-7",1,1242
PX,"-10,10,11,12",1,1242
PX,"-11,-10,10,11",1,1242
PX,"-11,-10,11",1,1242
MH,12,597,979
MH,11,208,979
MH,"11,12",115,979
MH,9,23,979
MH,-12,7,979
MH,"-11,12",4,979
MH,"-12,12",4,979
MH,-11,3,979
MH,"-10,12",2,979
MH,"10,11",2,979
MH,"10,11,12",1,979
MH,"10,12",1,979
MH,-6,1,979
MH,10,1,979
MH,"9,10,12",1,979
MH,"9,10",1,979
MH,"9,11,12",1,979
MH,"-10,11",1,979
MH,"-10,11,12",1,979
MH,-10,1,979
MH,"-11,11,12",1,979
MH,"-11,11",1,979
MH,"-12,-10,12",1,979
MH,"-12,11,12",1,979
I4,12,539,836
I4,-11,118,836
I4,"-11,12",111,836
I4,"-12,-11",11,836
I4,-12,9,836
I4,"11,12",9,836
I4,"-12,12",6,836
I4,11,4,836
I4,"10,12",4,836
I4,"-10,12",4,836
I4,"-12,-11,12",3,836
I4,"-11,11,12",3,836
I4,"-11,11",2,836
I4,-10,2,836
I4,"-11,-10,11,12",2,836
I4,"-11,-10",2,836
I4,10,2,836
I4,"-14,-12",1,836
I4,"-8,-7",1,836
I4,"7,12",1,836
I4,"9,12",1,836
I4,"-11,-10,12",1,836
H5,-11,527,799
H5,"-11,-10",68,799
H5,12,60,799
H5,-10,56,799
H5,"-11,12",28,799
H5,"-11,11",11,799
H5,"-12,-11",10,799
H5,11,6,799
H5,-12,5,799
H5,"-11,-10,11",5,799
H5,"-11,-10,12",4,799
H5,"-11,11,12",4,799
H5,"-11,10",2,799
H5,"10,11",2,799
H5,-9,2,799
H5,10,1,799
H5,1,1,799
H5,"11,12",1,799
H5,"-11,0",1,799
H5,"-11,5",1,799
H5,"-12,-1",1,799
H5,"-11,-9",1,799
H5,"-11,-10,1",1,799
H5,"-10,12",1,799
H4,12,581,701
H4,-11,37,701
H4,"-11,12",34,701
H4,-12,18,701
H4,"-12,12",7,701
H4,"11,12",6,701
H4,11,4,701
H4,"10,11,12",2,701
H4,10,2,701
H4,9,2,701
H4,"-11,11,12",2,701
H4,"-10,12",2,701
H4,-10,2,701
H4,"-12,-11",1,701
H4,-9,1,701
I5,-11,249,667
I5,-10,170,667
I5,"-11,-10",64,667
I5,12,60,667
I5,-9,27,667
I5,"-11,12",17,667
I5,"-10,-9",14,667
I5,"-9,-8",10,667
I5,11,8,667
I5,"-10,12",6,667
I5,"-11,11",6,667
I5,"-12,-11",5,667
I5,-12,3,667
I5,"-11,-10,12",2,667
I5,10,2,667
I5,"-9,-7",1,667
I5,0,1,667
I5,"-8,10",1,667
I5,-8,1,667
I5,"-12,12",1,667
I5,-3,1,667
I5,"11,12",1,667
I5,"10,11,12",1,667
I5,"10,12",1,667
I5,"6,7,9",1,667
I5,6,1,667
I5,"9,10",1,667
I5,"9,10,11,12",1,667
I5,"-11,-9,-8",1,667
I5,"-11,-10,-9",1,667
I5,"-11,-10,0",1,667
I5,"-10,10",1,667
I5,"-10,-9,-8",1,667
I5,-1,1,667
I5,"-12,-10",1,667
I5,"-12,10",1,667
I5,"-11,0",1,667
I5,"-11,1",1,667
I5,"-11,10,12",1,667
LN,-10,329,633
LN,-11,114,633
LN,"-11,-10",96,633
LN,12,13,633
LN,"-10,-9",11,633
LN,"-10,12",10,633
LN,-9,7,633
LN,"-12,-10",6,633
LN,11,4,633
LN,10,3,633
LN,"-11,11",3,633
LN,"-11,12",2,633
LN,-12,2,633
LN,"-12,-11",2,633
LN,"-10,10",2,633
LN,"-10,10,11",2,633
LN,"-10,0",2,633
LN,"-11,-10,12",2,633
LN,"-10,9",2,633
LN,"-10,2",2,633
LN,"-11,-10,11,12",1,633
LN,"-11,-10,1",1,633
LN,"-11,-10,10",1,633
LN,"-11,-10,11",1,633
LN,"-10,11",1,633
LN,"-10,-5",1,633
LN,"-10,-6",1,633
LN,"-12,-11,-10",1,633
LN,"-11,6",1,633
LN,"-11,-10,2",1,633
LN,"-11,10",1,633
LN,"-9,-7",1,633
LN,0,1,633
LN,"-9,1",1,633
LN,"-12,12",1,633
LN,"10,12",1,633
LN,6,1,633
LN,7,1,633
LN,"9,10",1,633
TK,-11,156,359
TK,12,104,359
TK,"-11,12",69,359
TK,"-12,-11",5,359
TK,-12,5,359
TK,"-11,11,12",3,359
TK,-10,3,359
TK,"11,12",3,359
TK,11,2,359
TK,"-11,-10",2,359
TK,"-11,-10,12",1,359
TK,"-11,8",1,359
TK,"-11,8,12",1,359
TK,"-11,11",1,359
TK,"-11,9,12",1,359
TK,"10,12",1,359
TK,8,1,359
I1,9,348,354
I1,"8,9",3,354
I1,"9,12",1,354
I1,10,1,354
I1,"-10,9",1,354
CK,-11,178,306
CK,-10,51,306
CK,"-11,-10",47,306
CK,12,11,306
CK,11,3,306
CK,"-11,12",3,306
CK,"-11,11",2,306
CK,-12,2,306
CK,"-12,-11",2,306
CK,"-11,-10,0",2,306
CK,"-11,0",1,306
CK,"-10,-9",1,306
CK,"-12,-11,-10",1,306
CK,"-11,11,12",1,306
CK,"-9,-7",1,306
IW,-10,70,223
IW,"-10,-9",26,223
IW,-9,26,223
IW,"-9,-8",15,223
IW,"-9,-8,-7",13,223
IW,-8,7,223
IW,12,6,223
IW,"-10,-9,-8,-7",5,223
IW,"-10,-9,-8",4,223
IW,-11,4,223
IW,"-10,-9,-8,-7,-6",3,223
IW,-12,3,223
IW,"-12,-10",3,223
IW,-7,3,223
IW,"-9,-8,-7,-6",3,223
IW,"-9,-7",2,223
IW,"-12,-9,-8",2,223
IW,"-11,-9",2,223
IW,"-11,-10,-9",2,223
IW,"-11,-10",2,223
IW,"-11,-10,-9,-8,-5",1,223
IW,"-10,12",1,223
IW,"-10,-9,-6,-3,-2",1,223
IW,"-10,-9,-7",1,223
IW,"-10,-6,12",1,223
IW,"-10,-7",1,223
IW,"-10,-8",1,223
IW,"-12,-11,-10,-9,-8",1,223
IW,"-9,-8,-6",1,223
IW,0,1,223
IW,10,1,223
IW,-5,1,223
IW,"-12,7,9,10",1,223
IW,"-8,-7",1,223
IW,"-8,-7,10",1,223
IW,"-9,-6",1,223
IW,"10,11,12",1,223
IW,11,1,223
IW,"5,6",1,223
IW,"5,6,7",1,223
IW,"8,9",1,223
IW,9,1,223
HB,12,20,61
HB,-11,20,61
HB,-12,10,61
HB,"-12,-11",5,61
HB,"-12,-11,12",2,61
HB,-10,2,61
HB,"-12,0",1,61
HB,"-11,12",1,61
I2,11,18,49
I2,12,17,49
I2,-12,4,49
I2,-11,4,49
I2,"11,12",3,49
I2,"10,12",1,49
I2,10,1,49
I2,9,1,49
PW,9,32,49
PW,10,6,49
PW,"9,10",4,49
PW,8,3,49
PW,"8,9",1,49
PW,"10,11",1,49
PW,11,1,49
PW,"-10,8",1,49
PY,-11,25,39
PY,-10,8,39
PY,"-11,-10",4,39
PY,"-11,-10,11",1,39
PY,"-12,-11",1,39
AS,-11,22,25
AS,"-12,-11",1,25
AS,12,1,25
AS,0,1,25
ID,9,15,15
WS,-11,14,14
JV,-10,4,8
JV,-11,3,8
JV,12,1,8
FJ,12,4,7
FJ,-12,2,7
FJ,"-12,-10,12",1,7
I3,9,4,5
I3,"9,11",1,5
TO,12,1,2
TO,-11,1,2
I9,-10,1,1
JP,9,1,1
PH,9,1,1
VU,11,1,1
