type,vessel_flag,offset,count
PurseseineLogsheet,PG,-11,2008
PurseseineLogsheet,PG,-10,597
PurseseineLogsheet,PG,-9,49
PurseseineLogsheet,PG,-8,16
PurseseineLogsheet,PG,-7,2
PurseseineLogsheet,PG,9,3784
PurseseineLogsheet,PG,10,88767
PurseseineLogsheet,PG,11,19850
PurseseineLogsheet,PG,12,3982
PurseseineLogsheet,PG,13,1
PurseseineLogsheet,PH,-12,140
PurseseineLogsheet,PH,-11,143
PurseseineLogsheet,PH,3,1
PurseseineLogsheet,PH,5,11
PurseseineLogsheet,PH,6,5
PurseseineLogsheet,PH,8,1819
PurseseineLogsheet,PH,9,7577
PurseseineLogsheet,PH,10,3754
PurseseineLogsheet,PH,11,885
PurseseineLogsheet,PH,12,311
PurseseineLogsheet,SB,-12,457
PurseseineLogsheet,SB,-11,481
PurseseineLogsheet,SB,-10,178
PurseseineLogsheet,SB,-6,6
PurseseineLogsheet,SB,9,105
PurseseineLogsheet,SB,10,2830
PurseseineLogsheet,SB,11,13645
PurseseineLogsheet,SB,12,1273
PurseseineLogsheet,SV,-12,6
PurseseineLogsheet,SV,-11,191
PurseseineLogsheet,SV,-10,592
PurseseineLogsheet,SV,-9,123
PurseseineLogsheet,SV,-8,86
PurseseineLogsheet,SV,-7,20
PurseseineLogsheet,SV,-6,1
PurseseineLogsheet,TV,-12,1950
PurseseineLogsheet,TV,-11,1484
PurseseineLogsheet,TV,-10,333
PurseseineLogsheet,TV,9,123
PurseseineLogsheet,TV,10,4146
PurseseineLogsheet,TV,11,7080
PurseseineLogsheet,TV,12,2848
PurseseineLogsheet,TW,-12,944
PurseseineLogsheet,TW,-11,508
PurseseineLogsheet,TW,-10,47
PurseseineLogsheet,TW,9,240
PurseseineLogsheet,TW,10,6653
PurseseineLogsheet,TW,11,14126
PurseseineLogsheet,TW,12,4625
PurseseineLogsheet,US,-12,1898
PurseseineLogsheet,US,-11,7280
PurseseineLogsheet,US,-10,5347
PurseseineLogsheet,US,-9,1654
PurseseineLogsheet,US,-8,761
PurseseineLogsheet,US,-7,129
PurseseineLogsheet,US,-6,30
PurseseineLogsheet,US,-5,49
PurseseineLogsheet,US,9,30
PurseseineLogsheet,US,10,1665
PurseseineLogsheet,US,11,483
PurseseineLogsheet,US,12,585
PurseseineLogsheet,US,13,5
PurseseineLogsheet,VU,-12,935
PurseseineLogsheet,VU,-11,1061
PurseseineLogsheet,VU,-10,251
PurseseineLogsheet,VU,9,1
PurseseineLogsheet,VU,10,267
PurseseineLogsheet,VU,11,858
PurseseineLogsheet,VU,12,833
PurseseineLogsheet,VU,13,1
